"","date","File.Name","Dataset","aid","Count","Minimum","Maximum","Range","Mean","Standard.Deviation","Variance","Upper.Quartile","Upper.1.5.IQR","veg_index","Lower.1.5.IQR","Lower.Quartile","min_temp","max_temp","Temperature","Dew.Point","humid","rain","wind_speed","wind_dir","visibility","pollen_count","day","month","year","fyear","ds","logvalue","season","pollen_cat","mintemp_anom","maxtemp_anom"
"910",2013-07-29,"MOD13Q1_006__250m_16_days_EVI_doy2013209_aid0001","_250m_16_days_EVI","aid0001",607,-0.0423,0.6013,"(-0.0423,0.6013)",0.2032,0.1132,0.0128,0.2691,0.4842,0.1957,-0.0423,0.1163,9.1,16.5,12.1,7.2,72.67,0,18.4,160.95,10,0,"29","07","2013","2013",210,0,"Not in season","Very low",0.735666474529266,8.13566647452927
"911",2013-07-30,"MOD13Q1_006__250m_16_days_EVI_doy2013209_aid0001","_250m_16_days_EVI","aid0001",607,-0.0423,0.6013,"(-0.0423,0.6013)",0.2032,0.1132,0.0128,0.2691,0.4842,0.1957,-0.0423,0.1163,6.1,18.5,12.8,7.6,71.8,0,14.8,192.55,20,0,"30","07","2013","2013",211,0,"Not in season","Very low",-2.26789192412237,10.1321080758776
"912",2013-07-31,"MOD13Q1_006__250m_16_days_EVI_doy2013209_aid0001","_250m_16_days_EVI","aid0001",607,-0.0423,0.6013,"(-0.0423,0.6013)",0.2032,0.1132,0.0128,0.2691,0.4842,0.1957,-0.0423,0.1163,5.1,25.1,13,6.1,66.72,0.2,11.5,100.53,5,5,"31","07","2013","2013",212,1.79175946922805,"Not in season","Moderate",-3.2722518240966,16.7277481759034
"913",2013-08-01,"MOD13Q1_006__250m_16_days_EVI_doy2013209_aid0001","_250m_16_days_EVI","aid0001",607,-0.0423,0.6013,"(-0.0423,0.6013)",0.2032,0.1132,0.0128,0.2691,0.4842,0.1957,-0.0423,0.1163,11.1,28.1,19.5,6.1,42.68,0,38.9,186.83,22,2,"01","08","2013","2013",213,1.09861228866811,"Not in season","Low",2.72254874347334,19.7225487434733
"914",2013-08-02,"MOD13Q1_006__250m_16_days_EVI_doy2013209_aid0001","_250m_16_days_EVI","aid0001",607,-0.0423,0.6013,"(-0.0423,0.6013)",0.2032,0.1132,0.0128,0.2691,0.4842,0.1957,-0.0423,0.1163,14,27.1,18.5,7.2,50.43,0,27.7,212.42,15,0,"02","08","2013","2013",214,0,"Not in season","Very low",5.61647174745421,18.7164717474542
"915",2013-08-03,"MOD13Q1_006__250m_16_days_EVI_doy2013209_aid0001","_250m_16_days_EVI","aid0001",607,-0.0423,0.6013,"(-0.0423,0.6013)",0.2032,0.1132,0.0128,0.2691,0.4842,0.1957,-0.0423,0.1163,12.4,26.1,16.9,10.4,68.61,0,16.6,188.79,5.7,0,"03","08","2013","2013",215,0,"Not in season","Very low",4.00947915671273,17.7094791567127
"916",2013-08-04,"MOD13Q1_006__250m_16_days_EVI_doy2013209_aid0001","_250m_16_days_EVI","aid0001",607,-0.0423,0.6013,"(-0.0423,0.6013)",0.2032,0.1132,0.0128,0.2691,0.4842,0.1957,-0.0423,0.1163,8.1,20.3,13.8,9.2,74.52,0,18.4,117.33,6.3,2,"04","08","2013","2013",216,1.09861228866811,"Not in season","Low",-0.298467059884311,11.9015329401157
"917",2013-08-05,"MOD13Q1_006__250m_16_days_EVI_doy2013209_aid0001","_250m_16_days_EVI","aid0001",607,-0.0423,0.6013,"(-0.0423,0.6013)",0.2032,0.1132,0.0128,0.2691,0.4842,0.1957,-0.0423,0.1163,8.1,19,13,9.4,80.15,0,13,176.13,6.1,1,"05","08","2013","2013",217,0.693147180559945,"Not in season","Low",-0.307404933470179,10.5925950665298
"918",2013-08-06,"MOD13Q1_006__250m_16_days_EVI_doy2013209_aid0001","_250m_16_days_EVI","aid0001",607,-0.0423,0.6013,"(-0.0423,0.6013)",0.2032,0.1132,0.0128,0.2691,0.4842,0.1957,-0.0423,0.1163,10.1,16.1,12.8,9.6,81.15,2.31,31.7,187.87,8.1,0,"06","08","2013","2013",218,0,"Not in season","Very low",1.68262750482188,7.68262750482189
"919",2013-08-07,"MOD13Q1_006__250m_16_days_EVI_doy2013209_aid0001","_250m_16_days_EVI","aid0001",607,-0.0423,0.6013,"(-0.0423,0.6013)",0.2032,0.1132,0.0128,0.2691,0.4842,0.1957,-0.0423,0.1163,9.1,13.1,11.2,4.9,65.83,13.89,38.9,180.08,8.5,0,"07","08","2013","2013",219,0,"Not in season","Very low",0.67159222385863,4.67159222385863
"920",2013-08-08,"MOD13Q1_006__250m_16_days_EVI_doy2013209_aid0001","_250m_16_days_EVI","aid0001",607,-0.0423,0.6013,"(-0.0423,0.6013)",0.2032,0.1132,0.0128,0.2691,0.4842,0.1957,-0.0423,0.1163,7.3,15.1,11.4,4.6,63.66,4.28,24.6,157.92,10.1,0,"08","08","2013","2013",220,0,"Not in season","Very low",-1.14054880749319,6.65945119250681
"921",2013-08-09,"MOD13Q1_006__250m_16_days_EVI_doy2013209_aid0001","_250m_16_days_EVI","aid0001",607,-0.0423,0.6013,"(-0.0423,0.6013)",0.2032,0.1132,0.0128,0.2691,0.4842,0.1957,-0.0423,0.1163,5.1,18,11.7,3.3,59.06,0,19.3,182,NA,0,"09","08","2013","2013",221,0,"Not in season","Very low",-3.35383362036682,9.54616637963318
"922",2013-08-10,"MOD13Q1_006__250m_16_days_EVI_doy2013209_aid0001","_250m_16_days_EVI","aid0001",607,-0.0423,0.6013,"(-0.0423,0.6013)",0.2032,0.1132,0.0128,0.2691,0.4842,0.1957,-0.0423,0.1163,4.1,22.3,12.1,1.6,51.39,0,13.8,116.82,9,0,"10","08","2013","2013",222,0,"Not in season","Very low",-4.36830024589552,13.8316997541045
"923",2013-08-11,"MOD13Q1_006__250m_16_days_EVI_doy2013209_aid0001","_250m_16_days_EVI","aid0001",607,-0.0423,0.6013,"(-0.0423,0.6013)",0.2032,0.1132,0.0128,0.2691,0.4842,0.1957,-0.0423,0.1163,8.1,17.7,13.6,7.4,67.12,0,37.2,193.63,10,0,"11","08","2013","2013",223,0,"Not in season","Very low",-0.383986715212512,9.21601328478749
"924",2013-08-12,"MOD13Q1_006__250m_16_days_EVI_doy2013209_aid0001","_250m_16_days_EVI","aid0001",607,-0.0423,0.6013,"(-0.0423,0.6013)",0.2032,0.1132,0.0128,0.2691,0.4842,0.1957,-0.0423,0.1163,13,16.1,14.2,9.9,75.67,0.4,51.4,323.5,9.8,0,"12","08","2013","2013",224,0,"Not in season","Very low",4.49906894054894,7.59906894054894
"925",2013-08-13,"MOD13Q1_006__250m_16_days_EVI_doy2013209_aid0001","_250m_16_days_EVI","aid0001",607,-0.0423,0.6013,"(-0.0423,0.6013)",0.2032,0.1132,0.0128,0.2691,0.4842,0.1957,-0.0423,0.1163,11.8,15.1,13.4,8.2,71.6,29.77,44.6,304.38,9.4,0,"13","08","2013","2013",225,0,"Not in season","Very low",3.28082869025559,6.58082869025559
"926",2013-08-14,"MOD13Q1_006__250m_16_days_EVI_doy2013225_aid0001","_250m_16_days_EVI","aid0001",596,-0.1078,0.6089,"(-0.1078,0.6089)",0.2013,0.1119,0.0125,0.2678,0.4851,0.1992,-0.0539,0.1202,10.1,15.1,12.6,6,64.4,6.4,33.9,284.09,10.1,1,"14","08","2013","2013",226,0.693147180559945,"Not in season","Low",1.56125450277419,6.56125450277419
"927",2013-08-15,"MOD13Q1_006__250m_16_days_EVI_doy2013225_aid0001","_250m_16_days_EVI","aid0001",596,-0.1078,0.6089,"(-0.1078,0.6089)",0.2013,0.1119,0.0125,0.2678,0.4851,0.1992,-0.0539,0.1202,11.1,17.1,13.5,8.8,73.47,10.9,46.4,294,9.4,1,"15","08","2013","2013",227,0.693147180559945,"Not in season","Low",2.54030834697149,8.5403083469715
"928",2013-08-16,"MOD13Q1_006__250m_16_days_EVI_doy2013225_aid0001","_250m_16_days_EVI","aid0001",596,-0.1078,0.6089,"(-0.1078,0.6089)",0.2013,0.1119,0.0125,0.2678,0.4851,0.1992,-0.0539,0.1202,12,17.1,14.1,9.8,76.26,0.8,51.8,328.75,9.4,0,"16","08","2013","2013",228,0,"Not in season","Very low",3.41795219171426,8.51795219171426
"929",2013-08-17,"MOD13Q1_006__250m_16_days_EVI_doy2013225_aid0001","_250m_16_days_EVI","aid0001",596,-0.1078,0.6089,"(-0.1078,0.6089)",0.2013,0.1119,0.0125,0.2678,0.4851,0.1992,-0.0539,0.1202,10,15.1,12.4,5.1,61.28,4.94,33.5,253.04,9.8,0,"17","08","2013","2013",229,0,"Not in season","Very low",1.39414800586923,6.49414800586923
"930",2013-08-18,"MOD13Q1_006__250m_16_days_EVI_doy2013225_aid0001","_250m_16_days_EVI","aid0001",596,-0.1078,0.6089,"(-0.1078,0.6089)",0.2013,0.1119,0.0125,0.2678,0.4851,0.1992,-0.0539,0.1202,6.3,15.5,10.6,3.8,64.18,0,18.4,184.91,10,0,"18","08","2013","2013",230,0,"Not in season","Very low",-2.33114224169683,6.86885775830317
"931",2013-08-19,"MOD13Q1_006__250m_16_days_EVI_doy2013225_aid0001","_250m_16_days_EVI","aid0001",596,-0.1078,0.6089,"(-0.1078,0.6089)",0.2013,0.1119,0.0125,0.2678,0.4851,0.1992,-0.0539,0.1202,5.1,19.6,11.7,4.2,62.34,0,13,132.33,22,3,"19","08","2013","2013",231,1.38629436111989,"Not in season","Moderate",-3.55795658211717,10.9420434178828
"932",2013-08-20,"MOD13Q1_006__250m_16_days_EVI_doy2013225_aid0001","_250m_16_days_EVI","aid0001",596,-0.1078,0.6089,"(-0.1078,0.6089)",0.2013,0.1119,0.0125,0.2678,0.4851,0.1992,-0.0539,0.1202,5.1,17.1,11.5,6,69.31,0,31.7,209.45,18,0,"20","08","2013","2013",232,0,"Not in season","Very low",-3.58633304652505,8.41366695347495
"933",2013-08-21,"MOD13Q1_006__250m_16_days_EVI_doy2013225_aid0001","_250m_16_days_EVI","aid0001",596,-0.1078,0.6089,"(-0.1078,0.6089)",0.2013,0.1119,0.0125,0.2678,0.4851,0.1992,-0.0539,0.1202,6.3,15.1,12.3,6.6,68.69,14.5,40.7,232.09,9.7,0,"21","08","2013","2013",233,0,"Not in season","Very low",-2.41630966605371,6.38369033394629
"934",2013-08-22,"MOD13Q1_006__250m_16_days_EVI_doy2013225_aid0001","_250m_16_days_EVI","aid0001",596,-0.1078,0.6089,"(-0.1078,0.6089)",0.2013,0.1119,0.0125,0.2678,0.4851,0.1992,-0.0539,0.1202,5.1,14.7,10.2,2.6,60.73,0,18.4,168.67,10.8,0,"22","08","2013","2013",234,0,"Not in season","Very low",-3.64792447183639,5.95207552816361
"935",2013-08-23,"MOD13Q1_006__250m_16_days_EVI_doy2013225_aid0001","_250m_16_days_EVI","aid0001",596,-0.1078,0.6089,"(-0.1078,0.6089)",0.2013,0.1119,0.0125,0.2678,0.4851,0.1992,-0.0539,0.1202,4.1,17.1,11.2,4.2,62.45,0.2,16.4,152.74,13.3,1,"23","08","2013","2013",235,0.693147180559945,"Not in season","Low",-4.68121549500634,8.31878450499366
"936",2013-08-24,"MOD13Q1_006__250m_16_days_EVI_doy2013225_aid0001","_250m_16_days_EVI","aid0001",596,-0.1078,0.6089,"(-0.1078,0.6089)",0.2013,0.1119,0.0125,0.2678,0.4851,0.1992,-0.0539,0.1202,8.1,17.9,13,6.9,67.53,0,18.4,127.39,10,1,"24","08","2013","2013",236,0.693147180559945,"Not in season","Low",-0.716220766696813,9.08377923330319
"937",2013-08-25,"MOD13Q1_006__250m_16_days_EVI_doy2013225_aid0001","_250m_16_days_EVI","aid0001",596,-0.1078,0.6089,"(-0.1078,0.6089)",0.2013,0.1119,0.0125,0.2678,0.4851,0.1992,-0.0539,0.1202,11.1,20.2,14.6,9.6,73.45,0,18.4,196.67,8.4,5,"25","08","2013","2013",237,1.79175946922805,"Not in season","Moderate",2.24702168195894,11.3470216819589
"938",2013-08-26,"MOD13Q1_006__250m_16_days_EVI_doy2013225_aid0001","_250m_16_days_EVI","aid0001",596,-0.1078,0.6089,"(-0.1078,0.6089)",0.2013,0.1119,0.0125,0.2678,0.4851,0.1992,-0.0539,0.1202,10.1,17.1,14,9.4,74.19,0,37,258.35,8.3,2,"26","08","2013","2013",238,1.09861228866811,"Not in season","Low",1.20847381982769,8.20847381982769
"939",2013-08-27,"MOD13Q1_006__250m_16_days_EVI_doy2013225_aid0001","_250m_16_days_EVI","aid0001",596,-0.1078,0.6089,"(-0.1078,0.6089)",0.2013,0.1119,0.0125,0.2678,0.4851,0.1992,-0.0539,0.1202,13,15.1,14.1,8.3,68.48,1.2,40.7,305.96,10,0,"27","08","2013","2013",239,0,"Not in season","Very low",4.06809761577618,6.16809761577618
"940",2013-08-28,"MOD13Q1_006__250m_16_days_EVI_doy2013225_aid0001","_250m_16_days_EVI","aid0001",596,-0.1078,0.6089,"(-0.1078,0.6089)",0.2013,0.1119,0.0125,0.2678,0.4851,0.1992,-0.0539,0.1202,11.9,14.1,13.2,10.3,82.82,44.72,47.1,309,7.5,0,"28","08","2013","2013",240,0,"Not in season","Very low",2.92585503867115,5.12585503867115
"941",2013-08-29,"MOD13Q1_006__250m_16_days_EVI_doy2013225_aid0001","_250m_16_days_EVI","aid0001",596,-0.1078,0.6089,"(-0.1078,0.6089)",0.2013,0.1119,0.0125,0.2678,0.4851,0.1992,-0.0539,0.1202,8.1,13.8,11.5,4.5,63.02,4.51,33.5,282,9.8,0,"29","08","2013","2013",241,0,"In season","Very low",-0.918291942620632,4.78170805737937
"942",2013-08-30,"MOD13Q1_006__250m_16_days_EVI_doy2013241_aid0001","_250m_16_days_EVI","aid0001",593,-0.0512,0.6378,"(-0.0512,0.6378)",0.2111,0.1096,0.012,0.277,0.4882,0.2134,-0.0512,0.1276,7.1,13.1,9.6,4.5,71.2,10.94,29.5,216.83,9.9,3,"30","08","2013","2013",242,1.38629436111989,"In season","Moderate",-1.96438135923242,4.03561864076758
"943",2013-08-31,"MOD13Q1_006__250m_16_days_EVI_doy2013241_aid0001","_250m_16_days_EVI","aid0001",593,-0.0512,0.6378,"(-0.0512,0.6378)",0.2111,0.1096,0.012,0.277,0.4882,0.2134,-0.0512,0.1276,10.1,14.2,11.9,5.8,66.34,10.8,27.7,282.92,10,0,"31","08","2013","2013",243,0,"In season","Very low",0.987548757702546,5.08754875770255
"944",2013-09-01,"MOD13Q1_006__250m_16_days_EVI_doy2013241_aid0001","_250m_16_days_EVI","aid0001",593,-0.0512,0.6378,"(-0.0512,0.6378)",0.2111,0.1096,0.012,0.277,0.4882,0.2134,-0.0512,0.1276,9.1,15.3,12.2,6.7,69.6,0.2,22.2,242.42,10,1,"01","09","2013","2013",244,0.693147180559945,"In season","Low",-0.0625389148762814,6.13746108512372
"945",2013-09-02,"MOD13Q1_006__250m_16_days_EVI_doy2013241_aid0001","_250m_16_days_EVI","aid0001",593,-0.0512,0.6378,"(-0.0512,0.6378)",0.2111,0.1096,0.012,0.277,0.4882,0.2134,-0.0512,0.1276,6.1,16.3,12.2,7.1,71.84,0,33.5,228.54,12.2,1,"02","09","2013","2013",245,0.693147180559945,"In season","Low",-3.11463921566734,7.08536078433266
"946",2013-09-03,"MOD13Q1_006__250m_16_days_EVI_doy2013241_aid0001","_250m_16_days_EVI","aid0001",593,-0.0512,0.6378,"(-0.0512,0.6378)",0.2111,0.1096,0.012,0.277,0.4882,0.2134,-0.0512,0.1276,8.3,17.1,14,7,64.18,6.21,20.5,220.17,9.9,0,"03","09","2013","2013",246,0,"In season","Very low",-0.968681132607758,7.83131886739224
"947",2013-09-04,"MOD13Q1_006__250m_16_days_EVI_doy2013241_aid0001","_250m_16_days_EVI","aid0001",593,-0.0512,0.6378,"(-0.0512,0.6378)",0.2111,0.1096,0.012,0.277,0.4882,0.2134,-0.0512,0.1276,6.1,16.9,11.8,5.4,66.25,0,14.8,200.54,10.2,0,"04","09","2013","2013",247,0,"In season","Very low",-3.22458798905308,7.57541201094692
"948",2013-09-05,"MOD13Q1_006__250m_16_days_EVI_doy2013241_aid0001","_250m_16_days_EVI","aid0001",593,-0.0512,0.6378,"(-0.0512,0.6378)",0.2111,0.1096,0.012,0.277,0.4882,0.2134,-0.0512,0.1276,6.1,18.1,12.7,8.2,74.39,0,24.3,178.26,10.2,2,"05","09","2013","2013",248,1.09861228866811,"In season","Low",-3.28228310835883,8.71771689164117
"949",2013-09-06,"MOD13Q1_006__250m_16_days_EVI_doy2013241_aid0001","_250m_16_days_EVI","aid0001",593,-0.0512,0.6378,"(-0.0512,0.6378)",0.2111,0.1096,0.012,0.277,0.4882,0.2134,-0.0512,0.1276,10.1,20.2,14.8,10.2,75.17,0,24.1,175.59,11.7,0,"06","09","2013","2013",249,0,"In season","Very low",0.658310186119454,10.7583101861195
"950",2013-09-07,"MOD13Q1_006__250m_16_days_EVI_doy2013241_aid0001","_250m_16_days_EVI","aid0001",593,-0.0512,0.6378,"(-0.0512,0.6378)",0.2111,0.1096,0.012,0.277,0.4882,0.2134,-0.0512,0.1276,13.1,18.9,14.8,11.3,80.09,0,29.5,199.25,8.1,0,"07","09","2013","2013",250,0,"In season","Very low",3.59726857102626,9.39726857102625
"951",2013-09-08,"MOD13Q1_006__250m_16_days_EVI_doy2013241_aid0001","_250m_16_days_EVI","aid0001",593,-0.0512,0.6378,"(-0.0512,0.6378)",0.2111,0.1096,0.012,0.277,0.4882,0.2134,-0.0512,0.1276,11.1,17.3,14,9.7,75.99,0.31,18.4,225.45,9.5,4,"08","09","2013","2013",251,1.6094379124341,"In season","Moderate",1.53466872300604,7.73466872300604
"952",2013-09-09,"MOD13Q1_006__250m_16_days_EVI_doy2013241_aid0001","_250m_16_days_EVI","aid0001",593,-0.0512,0.6378,"(-0.0512,0.6378)",0.2111,0.1096,0.012,0.277,0.4882,0.2134,-0.0512,0.1276,9.1,15.2,12.5,3.8,55.95,0.2,28,173.29,10.1,6,"09","09","2013","2013",252,1.94591014905531,"In season","Moderate",-0.529412681296735,5.57058731870326
"953",2013-09-10,"MOD13Q1_006__250m_16_days_EVI_doy2013241_aid0001","_250m_16_days_EVI","aid0001",593,-0.0512,0.6378,"(-0.0512,0.6378)",0.2111,0.1096,0.012,0.277,0.4882,0.2134,-0.0512,0.1276,6.1,15.1,11.6,3.8,59.52,0.8,27.7,163.75,10.1,7,"10","09","2013","2013",253,2.07944154167984,"In season","Moderate",-3.59489896523758,5.40510103476242
"954",2013-09-11,"MOD13Q1_006__250m_16_days_EVI_doy2013241_aid0001","_250m_16_days_EVI","aid0001",593,-0.0512,0.6378,"(-0.0512,0.6378)",0.2111,0.1096,0.012,0.277,0.4882,0.2134,-0.0512,0.1276,5.1,16.1,11.5,3,56.4,0,37.1,152.96,10.2,4,"11","09","2013","2013",254,1.6094379124341,"In season","Moderate",-4.66171345217205,6.33828654782796
"955",2013-09-12,"MOD13Q1_006__250m_16_days_EVI_doy2013241_aid0001","_250m_16_days_EVI","aid0001",593,-0.0512,0.6378,"(-0.0512,0.6378)",0.2111,0.1096,0.012,0.277,0.4882,0.2134,-0.0512,0.1276,10.1,16.8,13.3,4.4,55.16,0,25.9,181.08,10.1,4,"12","09","2013","2013",255,1.6094379124341,"In season","Moderate",0.270220534544356,6.97022053454436
"956",2013-09-13,"MOD13Q1_006__250m_16_days_EVI_doy2013241_aid0001","_250m_16_days_EVI","aid0001",593,-0.0512,0.6378,"(-0.0512,0.6378)",0.2111,0.1096,0.012,0.277,0.4882,0.2134,-0.0512,0.1276,7.1,16.1,12.1,4.4,60.23,0,48.7,234.79,10.9,0,"13","09","2013","2013",256,0,"In season","Very low",-2.79902032844391,6.20097967155609
"957",2013-09-14,"MOD13Q1_006__250m_16_days_EVI_doy2013241_aid0001","_250m_16_days_EVI","aid0001",593,-0.0512,0.6378,"(-0.0512,0.6378)",0.2111,0.1096,0.012,0.277,0.4882,0.2134,-0.0512,0.1276,11.1,16.3,13.8,8.5,70.95,12.09,44.6,307.38,9.4,2,"14","09","2013","2013",257,1.09861228866811,"In season","Low",1.13064063550762,6.33064063550762
"958",2013-09-15,"MOD13Q1_006__250m_16_days_EVI_doy2013257_aid0001","_250m_16_days_EVI","aid0001",607,-0.0745,0.4871,"(-0.0745,0.4871)",0.2097,0.103,0.0106,0.279,0.4871,0.2105,-0.0745,0.1328,13,17.1,14.1,9.4,73.6,4.07,48.2,310.33,9,3,"15","09","2013","2013",258,1.38629436111989,"In season","Moderate",2.95928010304342,7.05928010304342
"959",2013-09-16,"MOD13Q1_006__250m_16_days_EVI_doy2013257_aid0001","_250m_16_days_EVI","aid0001",607,-0.0745,0.4871,"(-0.0745,0.4871)",0.2097,0.103,0.0106,0.279,0.4871,0.2105,-0.0745,0.1328,13,18.1,15.1,10.5,74.42,3.8,37.1,281.58,10,6,"16","09","2013","2013",259,1.94591014905531,"In season","Moderate",2.88697475080796,7.98697475080796
"960",2013-09-17,"MOD13Q1_006__250m_16_days_EVI_doy2013257_aid0001","_250m_16_days_EVI","aid0001",607,-0.0745,0.4871,"(-0.0745,0.4871)",0.2097,0.103,0.0106,0.279,0.4871,0.2105,-0.0745,0.1328,14.1,17.1,15.4,12.5,82.96,0.6,44.6,307.46,9,1,"17","09","2013","2013",260,0.693147180559945,"In season","Low",3.91380125544571,6.91380125544571
"961",2013-09-18,"MOD13Q1_006__250m_16_days_EVI_doy2013257_aid0001","_250m_16_days_EVI","aid0001",607,-0.0745,0.4871,"(-0.0745,0.4871)",0.2097,0.103,0.0106,0.279,0.4871,0.2105,-0.0745,0.1328,12.1,17.7,15,9.7,71.91,0,25.9,325.83,10.2,0,"18","09","2013","2013",261,0,"In season","Very low",1.83983629360114,7.43983629360114
"962",2013-09-19,"MOD13Q1_006__250m_16_days_EVI_doy2013257_aid0001","_250m_16_days_EVI","aid0001",607,-0.0745,0.4871,"(-0.0745,0.4871)",0.2097,0.103,0.0106,0.279,0.4871,0.2105,-0.0745,0.1328,10,16.1,12.6,8.6,76.88,18.68,40.7,229.75,8.7,4,"19","09","2013","2013",262,1.6094379124341,"In season","Moderate",-0.334843458081284,5.76515654191872
"963",2013-09-20,"MOD13Q1_006__250m_16_days_EVI_doy2013257_aid0001","_250m_16_days_EVI","aid0001",607,-0.0745,0.4871,"(-0.0745,0.4871)",0.2097,0.103,0.0106,0.279,0.4871,0.2105,-0.0745,0.1328,7.1,12.1,9.6,3,64.36,16.73,33.5,234.04,9.5,0,"20","09","2013","2013",263,0,"In season","Very low",-3.31016132295708,1.68983867704292
"964",2013-09-21,"MOD13Q1_006__250m_16_days_EVI_doy2013257_aid0001","_250m_16_days_EVI","aid0001",607,-0.0745,0.4871,"(-0.0745,0.4871)",0.2097,0.103,0.0106,0.279,0.4871,0.2105,-0.0745,0.1328,7.1,15.1,10.5,4.8,68.2,7.2,25.9,183.38,9.9,0,"21","09","2013","2013",264,0,"In season","Very low",-3.3860406243818,4.6139593756182
"965",2013-09-22,"MOD13Q1_006__250m_16_days_EVI_doy2013257_aid0001","_250m_16_days_EVI","aid0001",607,-0.0745,0.4871,"(-0.0745,0.4871)",0.2097,0.103,0.0106,0.279,0.4871,0.2105,-0.0745,0.1328,8.1,19.4,12.4,5.6,64.75,0,20.5,107.1,10,2,"22","09","2013","2013",265,1.09861228866811,"In season","Low",-2.46240468571095,8.83759531428905
"966",2013-09-23,"MOD13Q1_006__250m_16_days_EVI_doy2013257_aid0001","_250m_16_days_EVI","aid0001",607,-0.0745,0.4871,"(-0.0745,0.4871)",0.2097,0.103,0.0106,0.279,0.4871,0.2105,-0.0745,0.1328,9.2,18.7,13.9,7.3,65.05,0,20.5,202.7,11.1,9,"23","09","2013","2013",266,2.30258509299405,"In season","High",-1.43917683030008,8.06082316969992
"967",2013-09-24,"MOD13Q1_006__250m_16_days_EVI_doy2013257_aid0001","_250m_16_days_EVI","aid0001",607,-0.0745,0.4871,"(-0.0745,0.4871)",0.2097,0.103,0.0106,0.279,0.4871,0.2105,-0.0745,0.1328,11.1,18.6,14.4,8.2,67,1,24.1,206.48,10.1,12,"24","09","2013","2013",267,2.56494935746154,"In season","High",0.383719618495299,7.8837196184953
"968",2013-09-25,"MOD13Q1_006__250m_16_days_EVI_doy2013257_aid0001","_250m_16_days_EVI","aid0001",607,-0.0745,0.4871,"(-0.0745,0.4871)",0.2097,0.103,0.0106,0.279,0.4871,0.2105,-0.0745,0.1328,10.1,18.1,14.7,8.6,67.13,0,27.7,220.88,10.1,8,"25","09","2013","2013",268,2.19722457733622,"In season","High",-0.693638662680359,7.30636133731964
"969",2013-09-26,"MOD13Q1_006__250m_16_days_EVI_doy2013257_aid0001","_250m_16_days_EVI","aid0001",607,-0.0745,0.4871,"(-0.0745,0.4871)",0.2097,0.103,0.0106,0.279,0.4871,0.2105,-0.0745,0.1328,14,18.1,15.5,11.6,77.77,0.2,44.6,267.38,9.4,5,"26","09","2013","2013",269,1.79175946922805,"In season","Moderate",3.12882500281743,7.22882500281743
"970",2013-09-27,"MOD13Q1_006__250m_16_days_EVI_doy2013257_aid0001","_250m_16_days_EVI","aid0001",607,-0.0745,0.4871,"(-0.0745,0.4871)",0.2097,0.103,0.0106,0.279,0.4871,0.2105,-0.0745,0.1328,12,15.1,13.8,6.1,60.83,5.28,42.5,278.29,9.1,1,"27","09","2013","2013",270,0.693147180559945,"In season","Low",1.05118729163312,4.15118729163312
"971",2013-09-28,"MOD13Q1_006__250m_16_days_EVI_doy2013257_aid0001","_250m_16_days_EVI","aid0001",607,-0.0745,0.4871,"(-0.0745,0.4871)",0.2097,0.103,0.0106,0.279,0.4871,0.2105,-0.0745,0.1328,10.1,16.1,13.2,4.4,55.45,0.2,24.1,237.87,10,0,"28","09","2013","2013",271,0,"In season","Very low",-0.926475119588813,5.07352488041119
"972",2013-09-29,"MOD13Q1_006__250m_16_days_EVI_doy2013257_aid0001","_250m_16_days_EVI","aid0001",607,-0.0745,0.4871,"(-0.0745,0.4871)",0.2097,0.103,0.0106,0.279,0.4871,0.2105,-0.0745,0.1328,8.1,18.1,13.2,6.1,63.02,0,35.6,148.09,10,12,"29","09","2013","2013",272,2.56494935746154,"In season","High",-3.00408555420389,6.99591444579611
"973",2013-09-30,"MOD13Q1_006__250m_16_days_EVI_doy2013257_aid0001","_250m_16_days_EVI","aid0001",607,-0.0745,0.4871,"(-0.0745,0.4871)",0.2097,0.103,0.0106,0.279,0.4871,0.2105,-0.0745,0.1328,7.1,29.2,18.9,4.6,45.08,0,24.1,96.24,21,7,"30","09","2013","2013",273,2.07944154167984,"In season","Moderate",-4.08156733556765,18.0184326644323
"974",2013-10-01,"MOD13Q1_006__250m_16_days_EVI_doy2013273_aid0001","_250m_16_days_EVI","aid0001",607,-0.0339,0.6321,"(-0.0339,0.6321)",0.2112,0.1166,0.0136,0.2854,0.503,0.1988,-0.0339,0.1258,11.1,22.8,15.6,8.6,64.12,0,18.4,155.25,18.3,6,"01","10","2013","2013",274,1.94591014905531,"In season","Moderate",-0.158843787035627,11.5411562129644
"975",2013-10-02,"MOD13Q1_006__250m_16_days_EVI_doy2013273_aid0001","_250m_16_days_EVI","aid0001",607,-0.0339,0.6321,"(-0.0339,0.6321)",0.2112,0.1166,0.0136,0.2854,0.503,0.1988,-0.0339,0.1258,11.1,21.9,14.9,10.8,76.94,0,25.9,176.5,15,5,"02","10","2013","2013",275,1.79175946922805,"In season","Moderate",-0.235838231963342,10.5641617680367
"976",2013-10-03,"MOD13Q1_006__250m_16_days_EVI_doy2013273_aid0001","_250m_16_days_EVI","aid0001",607,-0.0339,0.6321,"(-0.0339,0.6321)",0.2112,0.1166,0.0136,0.2854,0.503,0.1988,-0.0339,0.1258,14.1,21,16.4,11.3,72.09,0,27.7,176.96,10.1,16,"03","10","2013","2013",276,2.83321334405622,"In season","Very high",2.68752600629367,9.58752600629367
